Project_ID,Project_Type,Area,Floor_Count,Structure_Type,Contract_Type,Planned_Cost,Actual_Cost,Cost_Overrun,Planned_Duration,Actual_Duration,Schedule_Delay,Labor_Total,Equipment_Count,Resource_Utilization,Change_Order_Count,Change_Cost_Ratio,Defect_Count,Defect_Severity,Repair_Cost,Accident_Count,Risk_Level,Temperature,Rainfall
P022180,Building,12044,16,Masonry,Turnkey,35317532559,42801353025,0.211901,248,273,0.103332,82,5,0.462,4,0.0433,7,0.4181,458046002,0,0.1663,19.1,2.5
P022181,Remodeling,2621,16,RC,Design-Build,6864185818,8663467389,0.262126,90,102,0.139368,41,1,0.7616,2,0.0409,3,0.3154,9901312,0,0.1403,22.6,101.9
P022182,Building,7183,1,RC,Turnkey,11202347160,13071806056,0.166881,131,152,0.165508,40,4,0.7541,2,0.0271,7,0.185,18037435,1,0.1841,20.2,60.4
P022183,Building,24544,15,RC,Turnkey,125196888866,142714562753,0.139921,516,584,0.132645,99,3,0.8997,2,0.0301,4,0.6198,425249096,0,0.1243,8.0,29.4
P022184,Infrastructure,40866,1,SRC,Design-Build,113022551751,149147836944,0.319629,412,472,0.146088,148,10,0.7961,4,0.0748,2,0.4544,366672395,1,0.1809,23.7,114.6
P022185,Remodeling,10258,2,RC,Design-Build,24692153351,31830259810,0.289084,220,250,0.139224,71,3,0.83,3,0.0467,1,0.1774,10568899,1,0.1867,15.7,147.1
P022186,Building,3287,9,SRC,Turnkey,15858998814,20245169692,0.276573,105,145,0.384711,47,2,0.6045,1,0.017,5,0.6283,125950537,1,0.242,26.4,4.7
P022187,Building,16101,13,RC,Design-Build,57318192856,77965524241,0.360223,318,423,0.333172,105,11,0.6842,2,0.0234,4,0.3811,268538947,2,0.2669,11.4,237.5
P022188,Building,13980,19,Masonry,CM-at-Risk,36063816457,47355217070,0.313095,228,304,0.336834,98,8,0.748,2,0.0256,2,0.2192,67716283,1,0.2242,19.3,122.5
P022189,Remodeling,3916,8,SRC,Design-Build,11399604063,15336046940,0.345314,134,162,0.215615,32,3,0.8049,2,0.0437,3,0.1873,15727996,2,0.2353,12.7,72.6
P022190,Infrastructure,35733,1,Steel,DBB,125780483067,152799388634,0.21481,424,455,0.074456,102,11,0.6422,2,0.0357,7,0.5755,1603147533,0,0.1404,16.1,25.2
P022191,Building,33511,5,RC,DBB,75030218680,88571522486,0.180478,326,366,0.124703,122,11,0.5943,1,0.0108,3,0.1399,111466554,1,0.1256,21.7,24.3
P022192,Building,3229,15,Concrete,CM-at-Risk,15895520967,20669804271,0.300354,181,221,0.225785,20,2,0.5103,1,0.0133,2,0.4933,78289981,4,0.2832,10.2,42.1
P022193,Building,51826,1,Concrete,Design-Build,191988617815,235067599846,0.224383,617,748,0.213054,86,6,0.6589,0,0.0074,5,0.1545,171538484,2,0.1857,13.4,44.6
P022194,Building,41026,22,Composite,DBB,258178094449,329399361761,0.275861,582,718,0.23369,157,16,0.6778,2,0.0188,2,0.2146,390707484,2,0.2655,15.4,48.3
P022195,Building,9435,16,Steel,CM-at-Risk,38937696249,47001654204,0.207099,171,206,0.210024,46,2,0.8466,2,0.0265,5,0.1873,176597108,1,0.153,18.1,15.9
P022196,Infrastructure,57903,3,Composite,Turnkey,267810390705,336067224983,0.25487,551,673,0.221973,90,5,0.7904,2,0.049,7,0.1374,438912462,0,0.2245,21.1,84.7
P022197,Building,5189,19,Composite,Design-Build,30722398410,35813284160,0.165706,186,206,0.108548,61,6,0.8473,1,0.0179,2,0.4459,51467165,1,0.103,11.6,129.3
P022198,Building,14051,7,RC,DBB,28272324258,34305327259,0.213389,189,217,0.150619,52,5,0.8377,1,0.0198,1,0.0967,10941207,2,0.2125,-1.6,67.9
P022199,Infrastructure,91311,1,RC,Design-Build,413301174743,568730934227,0.376069,868,1052,0.212009,138,9,0.4677,4,0.0631,5,0.5073,1853774713,2,0.2196,21.4,16.5
P022200,Building,7082,9,RC,Turnkey,33188664344,39802534563,0.199281,188,202,0.077866,68,6,0.7514,3,0.0446,4,0.837,350152547,2,0.2024,7.4,157.6
P022201,Building,3796,15,Masonry,DBB,13284476768,18828354612,0.41732,130,167,0.291838,55,3,0.5035,4,0.0529,6,0.4903,182400717,2,0.2179,21.3,135.2
P022202,Building,18879,17,RC,DBB,92821701630,107701391688,0.160304,426,507,0.190942,82,6,0.8157,0,0.0001,1,0.3324,40620031,2,0.2087,13.4,42.0
P022203,Building,76793,30,Composite,Turnkey,488391742745,588577982892,0.205135,956,1025,0.07308,194,8,0.6541,2,0.0374,7,0.433,4816689262,1,0.1719,8.3,38.1
P022204,Remodeling,6110,3,Steel,DBB,23588793850,30041555585,0.273552,214,260,0.219375,63,5,0.99,1,0.0199,4,0.1683,25915842,1,0.1994,17.7,10.0
P022205,Infrastructure,33107,2,Composite,DBB,77188659559,96575672048,0.251164,414,488,0.179685,117,11,0.6637,3,0.0395,2,0.2519,112098545,1,0.2039,19.4,8.6
P022206,Building,18931,7,Masonry,Turnkey,92456576983,106894596044,0.15616,422,482,0.142484,75,5,0.6435,1,0.0258,2,0.2398,202247388,0,0.1997,11.3,43.7
P022207,Building,12806,18,Composite,Turnkey,76317488070,83835752772,0.098513,333,365,0.097218,104,4,0.6145,1,0.0122,3,0.2328,188609335,1,0.1398,3.1,20.4
P022208,Building,31580,1,SRC,DBB,65219409123,85423273339,0.309783,313,372,0.188577,136,11,0.6861,2,0.0345,4,0.5013,150920723,2,0.2028,15.8,163.3
P022209,Infrastructure,19631,5,RC,DBB,93111385587,111115496215,0.193361,305,358,0.174964,100,11,0.873,0,0.0033,8,0.2819,962106250,1,0.191,10.6,17.5
P022210,Infrastructure,12625,4,RC,Design-Build,46736765185,62461583515,0.336455,190,229,0.207688,45,2,0.8474,1,0.0337,2,0.0556,10908544,3,0.2456,17.3,142.5
P022211,Building,17203,13,Composite,Design-Build,78665395706,86959324371,0.105433,337,358,0.063394,54,3,0.8383,1,0.0159,2,0.2562,64529092,0,0.1402,14.3,34.3
P022212,Building,23148,19,RC,DBB,122559528685,157286403459,0.283347,488,582,0.193804,100,8,0.7799,2,0.0329,4,0.0985,72403417,5,0.3532,3.9,30.6
P022213,Building,16404,4,Concrete,Design-Build,53846108491,62522655028,0.161136,193,234,0.214093,72,7,0.7653,0,0.012,4,0.458,372243726,0,0.1506,11.5,6.3
P022214,Infrastructure,45246,7,Concrete,CM-at-Risk,223293489946,275186450422,0.232398,631,685,0.085622,155,17,0.6797,3,0.0374,6,0.4557,1709106254,3,0.2541,17.4,8.8
P022215,Remodeling,14342,6,RC,Turnkey,48831534490,68292805414,0.398539,265,310,0.170817,53,4,0.7193,3,0.0614,1,0.7235,120902510,3,0.2529,17.6,33.6
P022216,Remodeling,9204,3,RC,DBB,26752651657,36389786116,0.360231,227,268,0.182634,46,4,0.5875,4,0.0504,7,0.2686,241091929,1,0.1858,12.0,15.5
P022217,Building,36879,13,Composite,Design-Build,108237892362,136662353513,0.262611,265,321,0.213595,139,14,0.6606,1,0.0155,2,0.5117,255113296,3,0.264,2.7,88.6
P022218,Infrastructure,24789,6,RC,DBB,45353885108,61261624247,0.350747,178,225,0.268857,124,4,0.754,3,0.0561,8,0.4105,634866186,1,0.2064,5.7,87.4
P022219,Infrastructure,69584,3,Composite,Design-Build,162310087232,206905432939,0.274754,527,593,0.126272,159,14,0.701,4,0.0683,3,0.5996,367481397,0,0.1316,6.0,19.8
P022220,Remodeling,2819,15,Steel,Turnkey,6476430063,8314123569,0.283751,90,101,0.130249,46,3,0.8383,3,0.033,5,0.3122,37145278,3,0.2346,39.7,22.8
P022221,Building,3993,7,Steel,DBB,7246804011,9695107758,0.337846,126,162,0.285792,46,3,0.613,1,0.0179,9,0.2473,39674539,2,0.2813,16.4,191.9
P022222,Infrastructure,45567,5,SRC,DBB,166254987566,216879631279,0.3045,588,615,0.045924,75,4,0.6459,4,0.0773,4,0.2146,225260149,1,0.1594,4.8,69.3
P022223,Building,14468,11,RC,DBB,33138732881,44048567103,0.329217,149,199,0.336886,77,7,0.7334,2,0.0294,2,0.46,150673874,1,0.2394,21.7,76.1
P022224,Infrastructure,158526,1,Concrete,DBB,674727789627,785161161683,0.163671,1153,1284,0.113703,273,12,0.8967,1,0.0197,2,0.2879,1858587213,0,0.1329,8.6,90.7
P022225,Building,8660,1,RC,Design-Build,36900564663,49591222359,0.343915,253,345,0.365062,32,1,0.9034,2,0.0338,5,0.4115,93168649,3,0.3595,15.6,72.3
P022226,Remodeling,4002,3,Concrete,Design-Build,7649984385,10157832866,0.327824,119,129,0.088697,22,1,0.7184,4,0.0624,0,0.3433,0,0,0.1766,28.2,145.7
P022227,Remodeling,2392,1,RC,Design-Build,8629067936,10421843090,0.20776,100,125,0.251308,34,2,0.8616,0,0.0004,3,0.2532,16218915,0,0.2012,8.9,67.5
P022228,Building,11799,17,Composite,Design-Build,53603107465,63788126708,0.190008,198,213,0.080154,92,8,0.7508,3,0.0584,4,0.2414,86050141,0,0.1473,10.1,65.4
P022229,Infrastructure,27647,5,Concrete,DBB,91277422358,120445944169,0.319559,265,333,0.260289,120,13,0.7957,2,0.0448,3,0.1469,127601344,1,0.2794,14.8,17.3
P022230,Building,41102,10,RC,Design-Build,131078519612,162823770884,0.242185,346,385,0.114994,89,7,0.7643,2,0.0351,4,0.3429,638370480,2,0.248,12.3,229.7
P022231,Building,21007,1,Steel,Turnkey,82356964982,99491990402,0.208058,411,464,0.129494,74,2,0.6243,3,0.051,7,0.3655,916925972,0,0.1718,16.3,32.1
P022232,Building,44014,9,RC,Turnkey,114944646083,154732390490,0.346147,425,556,0.308249,122,10,0.68,1,0.0161,5,0.3146,798893210,4,0.3099,17.7,46.7
P022233,Building,14819,18,RC,Design-Build,41201155559,52645476935,0.277767,260,307,0.182843,90,9,0.6866,2,0.044,3,0.2581,141319808,3,0.2701,12.4,45.3
P022234,Remodeling,3652,6,RC,DBB,6893103901,9342885454,0.355396,90,99,0.106988,49,5,0.5365,4,0.0647,9,0.5552,167158509,0,0.1459,14.3,54.1
P022235,Building,5569,2,Composite,Design-Build,21960932680,26882597302,0.22411,191,219,0.150062,23,1,0.755,3,0.0442,5,0.4316,81145267,2,0.2361,26.2,59.0
P022236,Infrastructure,106081,1,Composite,Design-Build,310146149187,357280610209,0.151975,768,883,0.150988,243,8,0.5601,0,0.0045,2,0.34,969893402,1,0.1401,24.3,11.0
P022237,Remodeling,523,14,Steel,DBB,983612830,1340105595,0.362432,90,104,0.156594,10,1,0.9579,4,0.073,6,0.2968,7702074,1,0.2203,14.6,11.1
P022238,Remodeling,11179,1,RC,Turnkey,31491326496,38206694414,0.213245,147,159,0.086906,38,4,0.8165,4,0.0376,9,0.2498,188674118,0,0.1404,18.4,103.0
P022239,Remodeling,14168,17,RC,DBB,30130929311,40058046067,0.329466,213,266,0.248925,111,7,0.8513,1,0.0203,3,0.271,50141704,3,0.2886,18.9,42.7
P022240,Building,9253,17,Composite,CM-at-Risk,32805269698,34650992587,0.056263,267,262,-0.015399,72,6,0.8802,1,0.0134,1,0.257,30494103,0,0.0971,10.4,112.8
P022241,Remodeling,7786,11,RC,DBB,37881135622,45701506665,0.206445,191,209,0.098204,59,1,0.7995,1,0.0172,4,0.3208,48841417,0,0.13,20.6,46.1
P022242,Building,9386,7,SRC,DBB,16814473844,20955424760,0.246273,108,117,0.086129,49,5,0.6069,3,0.0527,3,0.5379,127020379,0,0.1624,20.4,3.1
P022243,Remodeling,5303,10,RC,Turnkey,20736280770,27750224059,0.338245,125,152,0.216869,38,3,0.7518,3,0.0391,9,0.3663,171507915,2,0.1896,10.5,2.7
P022244,Infrastructure,110301,2,SRC,Design-Build,243881801537,290899042409,0.192787,640,714,0.115966,262,22,0.6993,1,0.012,2,0.2911,588531031,1,0.1888,33.0,20.1
P022245,Remodeling,2708,9,Composite,Design-Build,6181933954,8139616434,0.316678,90,112,0.248164,28,1,0.7604,3,0.0475,7,0.3246,33434451,0,0.229,27.7,34.1
P022246,Building,21732,22,Masonry,DBB,129474498031,160531286924,0.239868,394,472,0.199834,87,3,0.9436,2,0.0185,5,0.2643,755408499,3,0.2586,7.8,5.9
P022247,Infrastructure,13366,1,Steel,CM-at-Risk,48093219857,59105893899,0.228986,204,226,0.112001,87,7,0.8179,3,0.0521,6,0.1999,96064656,0,0.179,11.6,27.8
P022248,Remodeling,1763,7,SRC,DBB,8195180595,10568701579,0.289624,101,110,0.091292,26,1,0.6891,3,0.0417,2,0.259,6855652,0,0.1958,5.7,187.4
P022249,Remodeling,958,3,SRC,Turnkey,3570257001,4712953456,0.32006,90,104,0.164203,20,1,0.7899,3,0.0375,3,0.2254,4701102,3,0.2562,13.0,13.7
P022250,Building,14246,18,SRC,CM-at-Risk,74133113031,76796345116,0.035925,255,262,0.030706,86,8,0.7269,0,0.0046,3,0.3848,313615428,1,0.1793,19.8,4.3
P022251,Remodeling,2661,19,Steel,Design-Build,5903037708,8224767371,0.393311,90,120,0.337267,20,1,0.9214,2,0.0361,3,0.3051,6296282,1,0.2337,11.5,111.9
P022252,Building,10939,13,Composite,Turnkey,61038189970,66894804297,0.09595,223,229,0.029064,71,5,0.8163,1,0.0196,4,0.5393,532226059,1,0.1758,23.6,5.3
P022253,Infrastructure,19383,1,Steel,DBB,66577768831,82459229807,0.23854,268,309,0.155426,61,3,0.9625,0,0.0086,4,0.6804,515404419,3,0.2378,13.5,0.6
P022254,Infrastructure,4337,1,SRC,Turnkey,16471031274,22847198074,0.387114,171,215,0.258913,32,1,0.8423,4,0.0449,4,0.134,24261786,4,0.3401,21.9,40.7
P022255,Building,7838,1,Steel,DBB,23834695704,27728879792,0.163383,200,221,0.109004,61,2,0.6496,1,0.0265,4,0.5281,78191967,0,0.1209,17.5,28.2
P022256,Building,8631,24,Steel,DBB,19973104400,23598822041,0.18153,164,194,0.18664,73,6,0.7016,2,0.0204,3,0.285,58038387,2,0.2102,15.2,12.1
P022257,Remodeling,3593,3,Steel,Turnkey,15274946607,19628107815,0.284987,121,147,0.215114,36,2,0.6268,2,0.034,4,0.2326,35400317,0,0.2357,16.6,4.8
P022258,Building,6411,12,Steel,Turnkey,17992268271,21387391301,0.188699,179,193,0.083731,71,2,0.7839,3,0.0652,3,0.3333,53892093,0,0.1719,14.0,21.7
P022259,Building,8502,14,Steel,CM-at-Risk,42469484993,44632880558,0.05094,251,258,0.028129,59,4,0.6744,0,0.0022,1,0.1787,23801159,0,0.0753,29.3,17.6
P022260,Remodeling,3023,11,Composite,CM-at-Risk,7493439680,9936803076,0.326067,105,122,0.168575,29,3,0.8648,3,0.0379,5,0.7421,106782055,4,0.2705,13.5,66.0
P022261,Remodeling,1235,7,SRC,Design-Build,5050031210,6649845747,0.316793,93,106,0.143856,28,2,0.5634,4,0.0469,2,0.2214,4420363,1,0.2047,24.1,18.6
P022262,Infrastructure,16478,5,SRC,Turnkey,60676689323,73616964148,0.213266,295,336,0.14016,87,8,0.9103,2,0.0392,5,0.081,100118916,0,0.1526,18.3,152.5
P022263,Building,11600,25,RC,DBB,54597914220,62235452646,0.139887,250,281,0.127655,92,3,0.6964,1,0.014,3,0.3977,146350642,0,0.1581,10.7,11.9
P022264,Building,13926,6,Steel,Design-Build,59110528872,66969332796,0.132951,259,263,0.019098,71,8,0.9002,2,0.034,3,0.5418,387016753,0,0.1281,23.3,67.0
P022265,Infrastructure,3235,2,Steel,DBB,8827754045,11031011382,0.249583,97,121,0.254996,23,2,0.8237,1,0.0214,1,0.6572,7115882,1,0.2272,29.5,40.5
P022266,Infrastructure,109264,1,Composite,DBB,343137477649,454228922312,0.323752,568,731,0.288131,101,5,0.8524,4,0.0604,9,0.4435,6497043367,0,0.2086,20.4,51.5
P022267,Infrastructure,42205,5,Steel,Turnkey,130497410862,153908124380,0.179396,331,350,0.057823,72,6,0.8041,2,0.0329,1,0.2866,77797577,1,0.1705,19.8,53.1
P022268,Remodeling,4815,12,SRC,Design-Build,10874133582,14971507115,0.3768,117,149,0.2796,59,6,0.8357,2,0.0275,4,0.1977,27545022,3,0.2753,5.9,51.3
P022269,Building,48727,6,Steel,Design-Build,95691047022,116336581799,0.215752,331,341,0.031414,171,18,0.8981,4,0.0602,4,0.1129,125518081,1,0.1726,12.8,223.5
P022270,Building,9914,7,Concrete,Design-Build,20049623786,23532042941,0.17369,145,160,0.105608,57,6,0.4476,2,0.0327,5,0.1448,72417859,0,0.1304,16.2,47.8
P022271,Remodeling,5776,7,Masonry,CM-at-Risk,29183918501,33236718447,0.138871,148,163,0.103863,57,6,0.6547,0,0.0015,2,0.683,130595012,1,0.148,9.6,0.9
P022272,Infrastructure,11012,4,RC,CM-at-Risk,22156873629,27139666468,0.224887,194,234,0.210004,81,4,0.8744,2,0.0204,6,0.2738,49129723,2,0.2317,23.0,17.4
P022273,Infrastructure,21908,4,Masonry,Turnkey,39472771560,48615178599,0.231613,297,311,0.047987,48,2,0.7308,4,0.0671,4,0.3235,214584200,0,0.1445,13.5,2.7
P022274,Remodeling,2129,5,Steel,DBB,5681344132,7866343634,0.384592,90,113,0.264624,37,2,0.6197,1,0.0175,5,0.2273,9935839,3,0.2865,13.3,3.0
P022275,Remodeling,15547,15,Steel,CM-at-Risk,49008849788,66083288009,0.348395,185,201,0.089904,70,8,0.8566,6,0.0731,9,0.1636,333717139,1,0.2216,17.0,38.7
P022276,Infrastructure,11308,4,RC,DBB,48120102475,63025929777,0.309763,212,269,0.270913,59,6,0.7074,1,0.0318,6,0.3834,180960131,1,0.1904,16.8,74.0
P022277,Building,13136,19,Concrete,Design-Build,44498821495,54585591857,0.226675,173,188,0.089962,103,9,0.7504,3,0.0384,3,0.2905,129883488,3,0.2655,16.2,1.8
P022278,Remodeling,7779,9,Masonry,DBB,17292468858,22096939235,0.277836,170,196,0.156376,31,3,0.6194,3,0.0302,9,0.7224,270566776,1,0.2164,9.5,22.3
P022279,Infrastructure,44356,1,Concrete,DBB,104752858051,132448675696,0.264392,286,346,0.213123,76,3,0.7596,1,0.0188,3,0.298,138365728,1,0.2295,21.5,62.6
P022280,Building,12010,3,Composite,DBB,40574503083,51707294664,0.274379,195,242,0.241775,71,2,0.6957,0,0.0044,4,0.1489,33099540,3,0.2532,6.8,54.0
P022281,Infrastructure,461905,3,RC,CM-at-Risk,1872184734064,2252614544210,0.203201,1591,1671,0.05047,329,12,0.59,2,0.0296,1,0.2663,1091266559,2,0.2205,21.0,117.0
P022282,Building,27037,7,RC,Design-Build,57272950036,70139661899,0.224656,345,393,0.141156,107,11,0.9415,3,0.0538,7,0.2891,412488728,0,0.1684,8.9,14.5
P022283,Remodeling,7498,16,Concrete,DBB,23921989965,35220369747,0.472301,204,295,0.45,66,7,0.7231,2,0.0306,5,0.1893,110418924,1,0.2681,13.4,186.3
P022284,Building,11484,8,SRC,CM-at-Risk,26804141487,30634158459,0.142889,244,279,0.145308,56,4,0.8093,1,0.025,2,0.3164,23809709,0,0.141,17.6,0.2
P022285,Remodeling,6664,8,RC,CM-at-Risk,30486852394,42187005145,0.383777,214,278,0.299294,41,1,0.633,2,0.0298,4,0.343,88770758,2,0.2411,17.3,145.1
P022286,Remodeling,8218,16,RC,CM-at-Risk,36209677823,47924993195,0.323541,192,220,0.148266,33,1,0.7921,4,0.0518,5,0.5084,388499870,1,0.2003,24.4,10.9
P022287,Remodeling,6737,6,RC,DBB,20714784397,27981510048,0.350799,149,173,0.163888,41,1,0.6346,2,0.0207,2,0.1642,22251652,4,0.3215,11.1,39.4
P022288,Infrastructure,57960,3,RC,Turnkey,100046112411,119199440401,0.191445,338,360,0.067408,134,13,0.809,3,0.0383,0,0.3901,0,1,0.2145,11.4,37.8
P022289,Remodeling,5762,12,SRC,Turnkey,29351888506,35634249314,0.214036,256,276,0.079814,57,2,0.7249,2,0.0369,4,0.3297,55184644,1,0.1805,15.2,23.5
P022290,Building,9895,13,RC,CM-at-Risk,18750026844,20945017486,0.117066,136,154,0.133507,41,2,0.5026,0,0.0021,4,0.4463,96862940,0,0.1227,21.1,63.5
P022291,Building,15810,23,Steel,Design-Build,58075205544,66910244638,0.152131,269,306,0.140101,94,3,0.5323,1,0.0129,3,0.6819,223042320,2,0.2197,8.6,34.1
P022292,Remodeling,5893,11,SRC,Turnkey,17713247610,23041055939,0.300781,160,183,0.145311,59,4,0.8489,5,0.047,7,0.4195,70162436,0,0.1415,6.9,94.2
P022293,Building,3802,24,Composite,Design-Build,14710632175,18650742607,0.267841,151,185,0.231338,35,1,0.8315,4,0.0476,9,0.1569,40700453,1,0.2158,10.0,6.5
P022294,Building,33302,11,Steel,CM-at-Risk,85397196460,90893872407,0.064366,249,250,0.007248,99,5,0.5101,0,0.0032,3,0.159,51455350,1,0.1482,8.7,45.1
P022295,Building,5295,15,RC,DBB,12824530277,14826106015,0.156074,117,132,0.130045,59,1,0.8962,0,0.0004,4,0.2241,44080861,2,0.2273,6.7,55.2
P022296,Building,3019,8,Composite,DBB,6810583039,8383957122,0.231019,90,99,0.102398,29,2,0.8396,4,0.0653,3,0.5558,39995468,0,0.1222,17.1,27.0
P022297,Remodeling,8936,13,Composite,Design-Build,46915136123,63348616919,0.350281,252,310,0.233955,43,3,0.4931,1,0.0189,4,0.2016,62766480,4,0.278,-10.0,36.5
P022298,Infrastructure,10418,3,Steel,CM-at-Risk,42810961253,49329229780,0.152257,304,350,0.152191,45,2,0.4182,1,0.0146,3,0.1785,56487315,0,0.1545,15.2,43.1
P022299,Building,9267,17,RC,DBB,23557999623,31755311845,0.347963,163,232,0.428205,71,3,0.6654,1,0.0169,4,0.4057,41599812,2,0.2674,15.4,6.3
P022300,Remodeling,2152,12,SRC,Turnkey,10201717369,14841203385,0.454775,131,164,0.255043,16,1,0.7758,5,0.0625,4,0.3083,59258596,1,0.2476,16.0,102.7
P022301,Building,46706,14,Composite,CM-at-Risk,220311723883,262096486058,0.189662,615,681,0.107952,118,4,0.63,2,0.0318,9,0.3503,3290041430,3,0.2293,4.6,37.8
P022302,Remodeling,5803,7,RC,DBB,24447100933,29986276168,0.226578,200,226,0.131133,54,4,0.8314,2,0.0207,7,0.4724,122881066,0,0.1414,13.6,69.4
P022303,Building,5876,7,SRC,Design-Build,27499812823,32018417067,0.164314,228,254,0.117007,28,2,0.7457,2,0.0298,4,0.152,42766043,0,0.1025,24.2,44.7
P022304,Infrastructure,139134,1,Composite,Design-Build,390391092310,520040754848,0.332102,703,878,0.249898,210,24,0.9537,1,0.0195,4,0.1824,491880432,5,0.2946,21.4,31.4
P022305,Building,18396,8,SRC,Design-Build,50378558902,60408929979,0.1991,208,258,0.242671,77,3,0.8117,0,0.0019,4,0.1336,78549073,2,0.1653,22.5,52.0
P022306,Building,7061,27,Composite,Design-Build,40320103271,56332224282,0.397125,174,203,0.168726,69,6,0.6558,4,0.0739,9,0.2193,318589441,4,0.3101,7.6,107.2
P022307,Remodeling,4989,9,Steel,DBB,11324318354,14729167180,0.300667,98,119,0.219729,26,3,0.7062,0,0.0069,2,0.0446,3127203,1,0.1838,14.7,108.7
P022308,Building,5873,25,Masonry,Design-Build,23405947830,28747231936,0.228202,194,222,0.146043,67,3,0.5073,1,0.0308,9,0.1345,134266151,1,0.23,26.5,111.5
P022309,Remodeling,3836,1,Steel,Turnkey,16862987475,20551749122,0.218749,142,150,0.057877,28,2,0.7041,3,0.0304,4,0.2481,48551293,1,0.2029,12.2,63.9
P022310,Infrastructure,9073,2,RC,DBB,23014860881,29904336470,0.299349,222,261,0.17918,64,3,0.6559,1,0.0158,3,0.1102,32640287,4,0.2419,23.5,11.6
P022311,Building,8403,16,Composite,Turnkey,29721588114,31396904871,0.056367,222,228,0.029723,76,4,0.8546,0,0.0004,7,0.3103,141407784,0,0.1145,13.8,18.2
P022312,Infrastructure,9448,3,RC,Design-Build,19227823161,22834559001,0.187579,172,189,0.100865,37,3,0.4914,2,0.0344,3,0.2925,44528527,0,0.1547,11.8,63.2
P022313,Building,8660,23,Concrete,Design-Build,25318651731,29947762101,0.182834,234,245,0.049841,85,5,0.6622,4,0.0461,1,0.2385,9402002,0,0.141,10.7,101.0
P022314,Infrastructure,2133,3,RC,DBB,6114138907,7572147041,0.238465,109,122,0.127519,36,2,0.7295,2,0.0364,3,0.2907,8625522,2,0.2052,10.5,82.2
P022315,Remodeling,4019,9,Composite,Design-Build,10911704959,14520762285,0.330751,111,133,0.200859,33,1,0.7752,2,0.0402,7,0.554,68950614,2,0.2761,18.2,66.3
P022316,Building,2602,5,RC,DBB,11099126601,12408368475,0.117959,117,131,0.121244,42,4,0.8282,0,0.009,3,0.1361,7763982,0,0.0724,8.0,53.7
P022317,Infrastructure,109748,1,RC,Turnkey,355731398559,452910457748,0.273181,864,1048,0.213157,264,29,0.864,2,0.0336,4,0.5312,2512319655,2,0.2505,22.6,26.6
P022318,Building,11190,25,SRC,CM-at-Risk,73671908670,86386280340,0.172581,264,311,0.181003,84,4,0.7345,2,0.0296,6,0.0716,124807695,2,0.251,4.1,33.7
P022319,Infrastructure,29409,4,RC,CM-at-Risk,92048514900,109565255236,0.190299,352,393,0.119128,102,3,0.6554,1,0.0333,1,0.3598,131674424,1,0.196,1.9,93.2
P022320,Building,10673,18,RC,DBB,65338175956,78793789236,0.205938,239,259,0.085639,97,11,0.7554,2,0.0451,3,0.1578,89987287,1,0.2091,20.0,1.7
P022321,Building,7719,23,Concrete,DBB,17491405954,21278715136,0.216524,129,166,0.28711,74,6,0.7882,1,0.0156,4,0.3882,48971537,0,0.1998,11.9,86.6
P022322,Remodeling,3401,14,Composite,Design-Build,6872326234,9395026620,0.367081,104,133,0.288379,33,2,0.5704,2,0.0257,5,0.1349,22331894,2,0.2578,18.0,39.1
P022323,Building,45651,10,RC,DBB,168979679535,214081876820,0.266909,361,443,0.229543,73,8,0.6761,2,0.0282,2,0.3021,197930627,1,0.2263,23.0,41.8
P022324,Infrastructure,44170,4,SRC,Design-Build,143205717187,164157716051,0.146307,323,342,0.061602,91,9,0.9301,1,0.019,4,0.6714,891499496,1,0.124,29.2,46.7
P022325,Infrastructure,36490,1,Masonry,CM-at-Risk,131715456442,157545911173,0.196108,500,543,0.08738,68,7,0.6446,2,0.043,3,0.4958,359714326,1,0.158,16.9,0.3
P022326,Infrastructure,13177,5,RC,Design-Build,27422042554,31478146556,0.147914,228,252,0.105636,55,6,0.9598,1,0.0228,0,0.1885,0,1,0.1435,5.9,77.6
P022327,Infrastructure,15889,3,Masonry,DBB,49830096063,62764444267,0.259569,332,390,0.175129,49,2,0.7651,2,0.0363,7,0.3348,463124875,1,0.1782,5.3,44.5
P022328,Infrastructure,21085,2,Masonry,Turnkey,83453136645,105200940601,0.260599,295,328,0.113746,72,5,0.8207,2,0.0422,1,0.736,191145221,3,0.1974,5.0,42.3
P022329,Building,2817,15,Steel,DBB,16100999922,20672733940,0.283941,135,169,0.259248,33,2,0.574,0,0.0132,2,0.114,5971179,3,0.3251,19.9,7.6
P022330,Remodeling,8039,4,Concrete,Turnkey,18796984433,22288637073,0.185756,174,197,0.135679,73,7,0.7895,2,0.0225,2,0.2917,43744990,0,0.2114,15.5,9.8
P022331,Remodeling,14921,9,Steel,Design-Build,55073002520,73051529119,0.326449,205,253,0.235996,68,5,0.8292,3,0.0382,6,0.1843,102530684,1,0.2297,19.9,47.0
P022332,Building,26607,19,Concrete,Design-Build,142347943939,166220690573,0.167707,411,466,0.13476,71,3,0.8956,3,0.0362,2,0.2372,254702181,0,0.1162,20.5,26.5
P022333,Building,22689,11,Masonry,DBB,115547321202,132558313376,0.147221,426,495,0.162817,73,2,0.8696,0,0.0022,2,0.1835,131770069,1,0.2409,17.5,34.2
P022334,Remodeling,5646,9,Composite,Design-Build,29959897354,40449935973,0.350136,194,234,0.209076,42,4,0.4742,2,0.026,5,0.1105,79359068,3,0.2541,18.3,10.1
